wid,view_history,time_elapsed,trial_type,rt,responses,questions,correct,button_pressed,stimulus,block,simulation_mode,trial_id,prs,score,rewards,delays,actions,path,queries,trial_time,state_rewards,action_times,trial_index,key_press,restarts
w587cacc,,645153,survey-text,154059,"{""Q0"":""It is worth spending time researching multiple avenues to see which one will be the most successful for you. "",""Q1"":""When deciding a career path, it is worth spending the time to decide what I might want to do. "",""Q2"":""I may spend extra time deciding what I would like to do with my life, but it is worth spending that time to be the most successful I can be. ""}",,,,,,,,,,,,,,,,,,,,
w587cacc,,707855,survey-text,61695,"{""Q0"":""I will click on a few different cities and decide on the cheapest one that I see. ""}",,,,,,,,,,,,,,,,,,,,
wf69642c,,260689,survey-text,72182,"{""Q0"":""If the first click offers a positive amount, then I can trust that I will gain something from it. I can risk not finding a good path right away, because I will at least gain a small amount without spending clicks to assess the other initial paths. ""}",,,,,,,,,,,,,,,,,,,,
wf69642c,,446456,survey-text,184735,"{""Q0"":""Web of Cash has shown me that it's important to spend the most time evaluating the short-term consequences because they will have an increasingly more significant affect on the mid and long term consequences. "",""Q1"":""When I applied for new jobs, I had to consider several offers carefully before making my initial decision. Because jobs significantly impact my life in the long-term, it was important that I spent more time making my initial decision."",""Q2"":""This situation was similar because I had to deicide which initial path to take before proceeding. It required more time, but increased my chances of having a more rewarding outcome. ""}",,,,,,,,,,,,,,,,,,,,
wf69642c,,490735,survey-text,43251,"{""Q0"":""Depending on the length of the route, I will take more or less time to assess these routes before proceeding. ""}",,,,,,,,,,,,,,,,,,,,
w85ac881,,357755,survey-text,31287,"{""Q0"":""once you find a node that's worth $48 take the path to that node.""}",,,,,,,,,,,,,,,,,,,,
w85ac881,,462716,survey-text,103949,"{""Q0"":""that sometimes you have to make little sacrifices in order to have more gains later on in life."",""Q1"":""I have to sacrifice time with my friends in order to study."",""Q2"":""I'm sacrificing time with my friends to study but that means I will graduate with a good degree and chances of getting a job I enjoy will increase. Once I have a job, I can spend time with my friends.""}",,,,,,,,,,,,,,,,,,,,
w85ac881,,522413,survey-text,58670,"{""Q0"":""Find the range of prices that the hotels are and then once you see a path with the cheapest option, take that path.""}",,,,,,,,,,,,,,,,,,,,
w17e0220,,428625,survey-text,53624,"{""Q0"":""If I get 24,just go on that path if it takes less paths rather than going for the 48 one.""}",,,,,,,,,,,,,,,,,,,,
w17e0220,,531192,survey-text,101548,"{""Q0"":""You should think about your choices before you make them."",""Q1"":""When deciding when to purchase something at a store or not."",""Q2"":""It is similar because if you buy something at a store and you were not suppose to, you cannot buy other more important purchases ""}",,,,,,,,,,,,,,,,,,,,
w17e0220,,632657,survey-text,100449,"{""Q0"":""I will try to set a limit for how much I can spend in order to get the best route""}",,,,,,,,,,,,,,,,,,,,
w01851f2,,494258,survey-text,35641,"{""Q0"":""spread out the clicks on the web""}",,,,,,,,,,,,,,,,,,,,
w01851f2,,614189,survey-text,118926,"{""Q0"":""think about the different options available to you before making a decision"",""Q1"":""When making decisions to buy things that i dont necessarily need"",""Q2"":""i could use that money to save for emergencies vs spending it on things i want""}",,,,,,,,,,,,,,,,,,,,
w01851f2,,665288,survey-text,50095,"{""Q0"":""spread out the findings of the hotel prices""}",,,,,,,,,,,,,,,,,,,,
w0e713c2,,241406,survey-text,17509,"{""Q0"":""just click at the end of the nodes to see the final value""}",,,,,,,,,,,,,,,,,,,,
w0e713c2,,325331,survey-text,82889,"{""Q0"":""The long-term consequences are more important. The +48 at the end makes way more of an impact than the -4 at the beginning "",""Q1"":""This can help with planning for goals at work."",""Q2"":""Just because you are at an entry job right now making a small amount, it can lead to a career down the road where you make way more.""}",,,,,,,,,,,,,,,,,,,,
w0e713c2,,356984,survey-text,30619,"{""Q0"":""I would check the long term routes first (the ones at the end)""}",,,,,,,,,,,,,,,,,,,,
wd4511ad,,450391,survey-text,40757,"{""Q0"":""check the nodes the furthest away until you find the highest payout possible (+48 is the goal)""}",,,,,,,,,,,,,,,,,,,,
wd4511ad,,580053,survey-text,128654,"{""Q0"":""Think about the long term consequences of all  your possible paths/decisions. Choose the outcome that will reap the best possibility for you long term"",""Q1"":""Deciding on a career"",""Q2"":""Sometimes you may be tempted to take a job that seems most attractive in short term but has no room for growth. It is a better strategy to take the job that has the most valuable long term outcome, so you can progress up the ladder over time""}",,,,,,,,,,,,,,,,,,,,
wd4511ad,,646526,survey-text,65462,"{""Q0"":""Check the price of the hotel at the final city with the airport first. The least expensive one is the choice to make.""}",,,,,,,,,,,,,,,,,,,,
wff10944,,403716,survey-text,43732,"{""Q0"":""Starting on the outside nodes and finding the node that has a value of +48.""}",,,,,,,,,,,,,,,,,,,,
wff10944,,547657,survey-text,142931,"{""Q0"":""Determine the best long term goal that will be most successful first, then look at the steps to get there."",""Q1"":""Determining what degree I need to earn the most money at my job, and in turn, what classes I will then have to take."",""Q2"":""The degree is the long term goal (like the node on the outside). The classes and work I put in are like the nodes leading up to the outside one.""}",,,,,,,,,,,,,,,,,,,,
wff10944,,591044,survey-text,42336,"{""Q0"":""Start at the destination and work my way back!""}",,,,,,,,,,,,,,,,,,,,
w25ef478,,201133,survey-text,11999,"{""Q0"":""Take more chances""}",,,,,,,,,,,,,,,,,,,,
w25ef478,,258943,survey-text,56805,"{""Q0"":""Be careful which path you go down"",""Q1"":""What my schooling will do for my career to set me up for success in my independent life."",""Q2"":""You can start off well and excel or you can also turn things around for the better""}",,,,,,,,,,,,,,,,,,,,
w25ef478,,279914,survey-text,19966,"{""Q0"":""I will pick paths that seem to work better""}",,,,,,,,,,,,,,,,,,,,
w9416244,,554665,survey-text,37881,"{""Q0"":""Click on the last step on the path to see how much its worth.""}",,,,,,,,,,,,,,,,,,,,
w9416244,,653687,survey-text,98013,"{""Q0"":""Honestly, I wouldn't. It's saying that all the matters is the end game."",""Q1"":""An example of this is that someone can make bad choices, but still win at the end. I know someone who spent a good chunk of money committing a crime and used that to become wealthy."",""Q2"":""All that matters is the end.""}",,,,,,,,,,,,,,,,,,,,
w9416244,,738233,survey-text,83526,"{""Q0"":""I honestly don't know. I'm kinda horrified by what the web of cash teaches.""}",,,,,,,,,,,,,,,,,,,,
w2c490da,,408434,survey-text,54364,"{""Q0"":""I think it's better to click the outermost portions of the web until you find the corner one with the highest possible value, and then move in that direction.""}",,,,,,,,,,,,,,,,,,,,
w2c490da,,711277,survey-text,301806,"{""Q0"":""I would tell them to always try to move in the direction where they would be more likely to succeed in their goals. They have to search for their own path in life, and try to avoid pitfalls."",""Q1"":""I came to a crossroads once in my life about the career path that I wanted to take. I had to consider all of my available options and how much I wanted to make and what was the most important thing that I wanted to get out of my career journey."",""Q2"":""I feel it's similar to the game because, when making a career decision, especially if they're risky, you're never certain if you're choosing the right path or not that will lead you to success. You come across people in life who may guide you and give you advice. Some advice may be good for you, some bad.""}",,,,,,,,,,,,,,,,,,,,
w2c490da,,946361,survey-text,234036,"{""Q0"":""I'm not sure because in the Web of Cash, I chose the outermost corners to make my decision. I think in this one I would probably still maybe check ones that were in the direct path of the airports, maybe choose the ones that were midways as well. Look perhaps for the shortest travel distance and go from there.""}",,,,,,,,,,,,,,,,,,,,
wc0dd72a,,913048,survey-text,24026,"{""Q0"":""Follow the patterns. ""}",,,,,,,,,,,,,,,,,,,,
wc0dd72a,,975743,survey-text,61669,"{""Q0"":""As long as you have an upward trajectory, don't worry about small losses."",""Q1"":""Doing poorly in a class here and there but ulitmately getting a degree"",""Q2"":""You take some wins and some losses along the way but ultimately you succeed""}",,,,,,,,,,,,,,,,,,,,
wc0dd72a,,1029824,survey-text,53062,"{""Q0"":""take the path of least resistance""}",,,,,,,,,,,,,,,,,,,,
w0b41b98,,484533,survey-text,38348,"{""Q0"":""Just click once to give yourself a 1/2 chance of finding a good path""}",,,,,,,,,,,,,,,,,,,,
w0b41b98,,542797,survey-text,57245,"{""Q0"":""Sometimes you have to spend to increase your financial security"",""Q1"":""Betting on a card game"",""Q2"":""Chances and odds""}",,,,,,,,,,,,,,,,,,,,
w0b41b98,,583488,survey-text,39670,"{""Q0"":""Check one path and allow it to narrow down your choices""}",,,,,,,,,,,,,,,,,,,,
wbfb1482,,584230,survey-text,56136,"{""Q0"":""Just click until you find the highest reward.""}",,,,,,,,,,,,,,,,,,,,
wbfb1482,,1397292,survey-text,812048,"{""Q0"":""Sometimes you have to take a temporary set back to make more progress in the long run."",""Q1"":""I had to take out student loan in order to go to grad school."",""Q2"":""I had to take a temporary set back in getting a loan in order to get my degree and get a good job.""}",,,,,,,,,,,,,,,,,,,,
wbfb1482,,1836348,survey-text,438008,"{""Q0"":""I would look at one hotel on each route and compare each one.""}",,,,,,,,,,,,,,,,,,,,
waeefffd,,407485,survey-text,20669,"{""Q0"":""click on the end goals first""}",,,,,,,,,,,,,,,,,,,,
waeefffd,,504266,survey-text,95777,"{""Q0"":""sometimes short term and mid term sacrifices can be worth it for a longer term pay-off"",""Q1"":""seeking higher education"",""Q2"":""it may cost you time and money up front, but allow you for more earning potential and better quality of life in the end- much like web of cash where you take a small hit on the first and second step but get a bigger payoff on the last node.""}",,,,,,,,,,,,,,,,,,,,
waeefffd,,610852,survey-text,105582,"{""Q0"":""Check the stops that are at the airports first then check the stops that are non-shared second.""}",,,,,,,,,,,,,,,,,,,,
w4a4eee9,,424592,survey-text,76784,"{""Q0"":""I can think about the long-term consequences first, i.e., click on the circles that are the farthest out in the web, since that's where the higher rewards are. Once I know which ultimate outcome will be higher, I won't need to spend any more on the clicks in between.""}",,,,,,,,,,,,,,,,,,,,
w4a4eee9,,636736,survey-text,211130,"{""Q0"":""I would describe the lesson that I learned to a friend by saying that it's important to look at what the long-term consequences of your choices might be, rather than focusing too much on the short-term ones. Additionally, the longer that you continue to obsess over the minute details of every decision, the more time/money you lose by remaining in the same spot and never making a choice."",""Q1"":""I think this strategy will work well when it comes to my decision of what career path I want to pursue. My long-term happiness is what is most important to me, so that is what I will need to keep in mind when I am looking for a new job, instead of what that job can get me in the short-term."",""Q2"":""The situation is similar in that the longer that I sit still and evaluate the short-term benefits of any one decision, the more that I lose. I am not moving forward and am instead losing time and money the more that I obsess over the short-term benefits of my decisions instead of focusing only on the long-term ones.""}",,,,,,,,,,,,,,,,,,,,
w4a4eee9,,790182,survey-text,152426,"{""Q0"":""I might look at the cost of a hotel in each of the cities that has an airport and use that as my baseline for which route jumps out as the cheapest. Then, I'll look at a route to that particular city that makes as few stops as possible, thus less that will be spent on hotels along the way. It will be like Web of Cash in that I am looking more at the end points instead of what's in between.""}",,,,,,,,,,,,,,,,,,,,
w9ecd810,,636982,survey-text,36326,"{""Q0"":""Making better choices in the beginning so in the long run I suffer less.""}",,,,,,,,,,,,,,,,,,,,
w9ecd810,,778102,survey-text,140087,"{""Q0"":""In life you may face many battles and tribulations, it's about continuing and not giving up which gets you further."",""Q1"":""Finding a good career path"",""Q2"":""you have to take many different routes to find your niche""}",,,,,,,,,,,,,,,,,,,,
w9ecd810,,809017,survey-text,29880,"{""Q0"":""spend less on hints, trust my gut""}",,,,,,,,,,,,,,,,,,,,
w58a6397,,685036,survey-text,56874,"{""Q0"":""checking the last nod on a path can indicate whether the final reward will be worth any losses along the way""}",,,,,,,,,,,,,,,,,,,,
w58a6397,,821603,survey-text,135560,"{""Q0"":""sometimes sacrifices are necessary to achieve a larger goal"",""Q1"":""giving up free time for hobbies/friends to be able to go back to school will be worth it when you graduate."",""Q2"":""giving up something in the short term can be worth it for a larger reward""}",,,,,,,,,,,,,,,,,,,,
w58a6397,,930218,survey-text,107593,"{""Q0"":""check the prices at the airport and choose a path based on those""}",,,,,,,,,,,,,,,,,,,,
